u,g,r,i,z,redshift,alpha,delta
23.6874,22.06999,20.48254,19.61552,19.06898,0.5001986,191.577563490639,22.1628878594108
24.41695,21.43032,20.987,21.05832,21.90387,3.226819,197.820890144968,46.8776980277971
21.1928,19.603,18.15534,17.59688,17.20125,0.2722793,144.899042953852,32.7875285075131
17.3416,15.37315,14.42012,13.93504,13.5947,0.04174666,227.207773464567,20.0599692455969
22.033,19.11769,17.91407,17.43372,17.16671,-0.000133154,7.75783393980828,-0.154280985497475
19.00265,17.95967,17.53901,17.37507,17.30998,-9.549833e-07,357.796334149515,20.1266185498197
22.4552,21.51061,20.83344,20.03935,19.60207,0.5907903,169.790588153088,34.8166555655422
26.75599,21.27614,19.60034,18.67539,18.26084,0.4675757,215.30644930076,21.8223096702447
26.33406,23.42452,21.312,20.20098,19.48165,0.5884251,221.211109270741,55.1653572778408
25.65149,25.56868,22.34147,21.10748,19.94445,0.8436126,118.466578701813,41.0625425603466
21.60888,19.36959,18.24123,17.73694,17.46624,0.0008422849,155.410735155589,17.7193332475986
23.29106,22.23003,20.57519,19.7267,19.28768,0.4474179,186.393848376069,2.72069074808443
17.47087,15.98498,15.29588,15.00965,14.85811,-0.0002094423,39.0897204444963,25.531538788396
24.40373,23.2333,20.90223,19.72135,19.18803,0.6783063,176.420060526774,6.79963153378849
20.79192,19.2955,18.76688,18.5834,18.44795,-0.0002100759,260.401730025557,27.8612169240213
18.91164,17.43688,16.50836,16.06016,15.74973,0.161204,223.775238119867,14.488154087172
22.49418,21.10627,19.21065,18.43237,17.9168,0.4159797,245.727105713843,11.078530624162
19.3009,17.45881,16.68562,16.37182,16.18636,-0.000118809,188.315197686063,35.3411539008409
22.59646,21.85462,20.14627,19.34523,19.05752,0.4496571,206.7263526899,57.534156193906
24.63465,21.28918,19.96323,19.46734,20.18346,-1.562036e-05,235.161010065621,12.2666421265863
21.46355,21.45329,21.44014,21.11106,20.71531,1.54148,128.065512926086,36.8688863725445
23.4073,23.13982,22.82623,22.03612,21.11417,0.7909452,131.966111100761,19.5699726839079
22.15242,22.1745,21.7046,21.55769,21.13951,1.401225,188.462067902958,42.1584504993583
20.17812,20.19845,19.81348,19.5585,19.46826,1.477166,221.141574080054,56.5976687763771
26.32879,22.60695,21.46275,20.42078,19.70454,0.1289615,158.999253722948,33.2290923255008
26.22925,22.92912,21.06674,19.75801,19.06677,0.6625482,244.835695936112,28.7860436188577
22.26407,21.77617,21.5586,20.99758,21.05021,1.185361,140.975089447243,50.8222479469076
18.67088,18.54518,18.30435,18.08803,17.72211,0.3915569,211.405259076056,28.2462979190246
19.33176,18.44318,18.13359,18.01228,17.96475,-0.0003684736,235.313827160306,17.2064122976168
21.7966,21.09824,20.94746,20.96484,20.96938,2.610681,233.824330560799,44.6419337267879
23.37181,20.85937,20.43085,20.21728,19.95667,-0.0001089668,126.542794801006,51.3783594580189
21.24595,20.74761,20.50873,20.4716,19.89093,2.52766,148.225487150677,2.16531061643216
21.85918,21.68143,21.59655,21.27869,22.16945,1.716332,214.825126303264,44.0614964587814
18.71289,18.5209,18.38854,18.34522,18.10878,0.258242,186.893811231713,35.2806966611257
21.64108,18.82531,17.56,17.01013,16.59435,0.1676341,162.761391058374,22.5162565856454
23.77455,23.992,22.50344,21.55686,21.16121,0.7843309,132.583239280252,31.8688430366828
24.33229,22.08451,20.19784,19.32301,19.05663,0.3906356,134.516174035997,47.8035633070549
24.27464,21.52404,19.95636,19.0646,18.67931,0.5010666,177.487229507012,7.58379733071334
20.16665,19.27109,19.10231,18.96479,18.70354,2.744811,199.43450331514,4.11183933315014
19.27325,17.31677,16.59117,16.30553,16.11109,0.0001155213,133.151776777634,3.58357941789055
20.79993,20.13425,20.15866,20.13617,20.01659,2.385207,248.742370617956,17.1046120622928
22.5096,20.97389,19.24957,18.49736,17.95918,0.3919548,251.957850345614,32.143568885624
21.76912,20.85109,19.86385,19.14118,18.66139,0.4614936,146.835067791044,32.647232523764
19.37071,17.4241,16.49092,16.05502,15.71389,0.07128188,232.766260176963,44.2731942365782
22.81387,21.74924,21.41527,21.83113,21.43224,3.153982,180.245889171829,4.05388059684588
23.05488,21.86161,20.99846,20.66127,20.23554,1.975379,202.178873015956,45.538548613973
18.00764,16.46286,15.80555,15.5412,15.40606,0.0003517045,251.855289213626,30.8169369193321
20.85769,20.90416,20.67364,20.68193,20.43975,1.183885,174.463326523312,41.7000610024824
20.83484,19.6173,19.11736,18.92543,18.73742,-0.0003886253,16.2969351268267,1.01664395718068
22.12968,20.43358,18.74633,18.14156,17.741,0.390829,258.275025277406,28.2180678165617
23.38252,22.07821,20.5743,19.73597,19.39077,0.5555968,202.599225104423,48.4796251703616
25.16212,23.31342,21.74105,21.56382,22.13765,3.841185,252.200071688529,40.1948057802435
20.04036,19.11486,18.69778,18.56667,18.46603,-0.0005326964,331.196546705646,11.1417767229999
18.41437,16.64718,15.73495,15.23219,14.81856,0.03047787,250.743111664304,23.7398611073072
21.44412,21.22252,20.99366,20.68578,20.41452,1.65886,179.439439465071,42.3183208996765
25.99656,23.21646,21.02571,19.87942,19.37554,0.6203032,161.599280022736,54.6780843545462
19.10959,17.78919,17.23346,16.82678,16.6272,0.0784722,139.822341983782,14.1039516492176
23.93388,21.81181,21.58181,21.45743,20.91671,-0.0004817894,34.7271629733302,1.45994551591141
24.44306,22.42956,21.62947,20.98258,20.59604,0.7149152,234.192052550757,27.4755873749501
17.75545,16.87674,15.99043,15.48238,15.70028,-0.000197168,241.801146759452,3.78835198858525
19.95536,18.05903,17.02362,16.54667,16.1641,0.1313996,220.830202498824,13.7272598306387
22.29607,21.82115,21.5102,21.09198,21.34572,1.563959,12.372754288736,-3.56774264955503
23.71183,22.77631,20.81856,19.68681,19.26686,0.5345671,237.868057751529,34.0628910645013
21.07169,21.18915,21.10335,20.86438,21.12005,1.458263,225.267577538974,42.0224625761812
23.8082,21.13122,19.57199,18.46421,17.83174,6.098163e-05,143.953657273824,15.8422294938725
19.57924,19.43773,19.27868,19.17588,19.03266,2.094377,124.425846249188,64.9664777665144
20.994,20.394,20.27542,20.18643,20.1578,2.599652,183.832758500077,3.97329556172295
20.23701,20.4015,20.67038,20.8396,21.17583,-0.001504785,189.220631224794,47.8971955926124
23.38004,23.12535,21.99799,21.44296,21.29818,0.8368354,142.873264509914,26.0834680316574
24.76117,23.05509,21.69029,20.54778,19.88642,0.0007222209,48.1060989016553,0.96025125099905
19.31867,18.34659,17.9396,17.76478,17.6833,-0.0003461726,116.555340516801,42.3426928626872
21.38226,20.9193,20.50419,20.20292,20.45425,0.1228409,199.657833796634,51.1406027312201
24.36993,23.34155,21.63134,20.57327,19.88391,4.626814e-05,154.748000335611,38.0689799111176
20.15006,18.02562,17.06083,16.66686,16.29671,0.1131752,132.236228515143,37.4370788384779
20.20881,18.83951,18.30749,18.09991,18.00793,-0.0006307928,310.775122763909,-6.73160860904355
19.04481,18.76121,18.4753,18.31607,18.18632,0.419059,156.476282737039,19.784499101838
20.43842,18.39553,17.46085,16.98626,16.61003,0.1071441,227.197354290508,9.86303471561021
16.72313,15.37492,14.87624,14.73386,14.67692,2.11465e-05,211.526391436862,36.6420748834981
24.63465,23.87328,21.76461,20.42811,20.94967,0.6495061,164.767369157561,51.6411070568625
20.11655,18.14115,17.14489,16.69915,16.3628,0.1069681,227.183229643319,30.3954384880643
25.35843,22.42013,20.61969,19.4443,19.0017,0.6180558,153.998465090712,57.9658936510178
18.31627,16.79345,16.46372,16.37195,16.33757,-6.30354e-05,64.3743766679737,24.2946636417178
19.3055,17.02773,16.0731,15.72647,15.54804,2.972187e-05,340.958316869514,13.7033990808471
22.88131,24.87862,21.86457,20.7567,19.89251,0.7904528,181.315787179896,51.0688108315456
23.38036,21.49326,21.11019,20.97052,20.8397,0.0004781503,174.636318219925,-1.26539604276209
22.70933,22.46824,20.7473,19.87567,19.32862,0.4583676,211.892501927455,51.6762339859862
20.21445,18.15216,17.04983,16.59404,16.21913,0.143392,168.351334327667,4.10882286696965
22.34815,20.19007,18.68934,18.11304,17.81271,0.2612813,186.41031522221,49.0848198851883
20.92917,20.0421,19.57104,19.42833,19.39997,-0.0002258094,21.0023642137501,18.862361320894
23.89543,21.99468,20.75919,20.19654,19.70128,0.6100729,130.204281055275,1.03929340006822
19.41128,18.30597,17.71063,17.32008,17.10476,0.1169641,189.410849876657,39.2773894351878
24.29489,21.75914,20.07849,19.27214,18.89495,0.4937629,114.319865108335,34.6188920381598
23.04905,22.04147,21.95157,21.81731,21.85634,-0.000721725,347.214486670586,2.92552973623301
22.00665,21.39722,21.35666,21.16273,21.0244,2.067811,189.94382653665,11.6781308939069
23.09459,21.28812,21.15188,21.02111,20.39101,2.372677,233.595541993653,46.5345414247604
22.20104,21.58104,21.43033,21.57511,21.28499,2.536651,223.138356493973,15.852704336495
19.44847,17.69581,16.89057,16.54286,16.27811,0.1145743,230.400719157755,38.4951245712541
26.51953,22.37667,20.70864,19.44501,19.22826,0.5522051,195.10936209888,-1.70889205250196
23.3349,22.9443,20.98347,19.56598,19.02602,0.6471294,125.709877087654,32.0250272863904
22.95615,21.87394,21.96015,21.84993,21.6768,-0.0002772912,351.773605340372,3.26972606225226
20.23415,19.25699,18.75125,18.54886,18.40785,0.0003065411,163.615418281018,15.0311818352016
25.06456,23.99007,22.41441,20.75212,19.82225,-0.0002000396,341.205709130128,32.7371927962716
18.02256,16.41533,15.68493,15.33656,15.0909,0.02838256,218.661143918592,2.7205034495216
20.62693,20.64529,20.29772,20.15025,20.20244,1.291616,204.974348229768,45.0462829238931
25.88754,21.69896,19.90307,19.07211,18.57715,0.499265,201.711644784116,37.5419379889181
26.13462,22.36624,20.91885,19.81775,19.21768,0.5940947,130.943027851606,35.2426342248568
22.5793,22.07742,20.70454,18.77621,17.6137,0.0001125846,148.448652116956,2.95233156024999
23.28008,22.33667,21.05783,19.72766,18.99043,0.8212615,177.695753849401,-2.08728082947703
19.52295,18.18928,17.76647,17.4283,17.32981,0.07683332,129.218564902416,35.9108641472265
21.48969,21.01831,20.95803,21.012,20.74879,2.322216,212.921280271999,23.7336451479033
23.18649,22.24853,20.64085,19.64367,19.23371,0.5293463,212.943034445874,16.2593584195037
24.81499,22.0269,20.5335,18.96557,18.11696,5.364588e-05,19.9897457951369,0.933966959278552
23.60007,22.67949,21.11281,19.89855,19.21813,-0.0004589261,250.94141530549,31.8466933146814
21.07735,20.93849,20.72765,20.36101,20.45148,1.805112,3.31045550070769,7.43826669716281
21.4297,21.28766,21.08053,20.93809,20.84086,0.9406387,359.659695028868,29.2825478327215
21.55932,20.79034,20.13112,19.76833,19.55089,1.514154,156.737604537081,45.0406676789147
21.69589,21.04651,21.06598,20.94234,20.54676,0.7064219,133.192282070434,57.8427884633538
20.18525,18.34568,17.45551,17.04214,16.74211,0.06746095,136.161489572836,56.4919010603412
20.33026,18.59312,17.75531,17.41797,17.14089,0.1343647,138.300241829523,5.13455146496765
22.86337,21.9691,20.38353,19.28471,18.60983,0.5656778,185.370056163104,6.28371176207329
20.25832,20.02286,19.92917,20.03879,19.74392,0.9631673,202.157829670411,45.5312304868209
25.13893,23.30077,21.8002,20.53277,19.97654,0.6948099,124.149676519572,45.0483922274877
22.94166,22.13765,21.65658,20.52159,19.79258,0.7168182,184.966876686668,49.1044547328316
22.96348,21.47756,21.23428,21.26109,20.8962,2.895169,138.371714245711,35.4127724319143
17.1081,15.95585,15.87906,15.90253,15.90869,-0.0002666793,256.244209480797,39.8924772146018
22.53152,21.78756,21.47141,20.90191,20.70372,1.704153,123.114142478519,43.3986604598434
17.72972,16.84227,16.60847,16.5371,16.52748,-0.0001646428,182.269612877391,42.4192617681012
23.4166,22.68315,20.67595,19.7169,19.24296,0.5368362,221.886971174596,17.9663796614679
21.85734,20.79949,20.65376,20.67437,20.28105,2.278748,350.051368565137,26.8483465595928
24.39809,22.74398,21.34444,20.15568,19.84937,0.6285249,119.315969418683,22.1364480216114
21.6503,22.31304,21.96623,22.10825,22.7029,1.84668,353.248397867904,26.243961131268
23.9083,23.99564,21.82609,20.80748,19.79633,0.7942113,183.439411388475,52.6682082997289
23.66203,21.81082,20.15545,19.33755,19.07066,0.4806686,227.904775576189,38.3053538022694
19.05446,17.4987,16.72119,16.30412,15.97429,0.09108134,242.408128612832,36.4894364097776
22.59494,21.25404,19.52491,18.81282,18.39372,0.3736156,137.869209454187,19.2938752466933
21.96423,20.99647,20.61959,21.39345,20.26328,0.0002123602,199.465028116193,45.6068234010592
22.07115,21.62014,22.01938,21.29153,21.32257,1.898408,195.476833917902,51.2728212230167
22.56817,21.82708,21.91277,21.88699,21.24607,2.31029,326.68116555106,2.21954405193798
21.83221,21.13558,20.71169,20.26156,19.97177,0.6872038,359.736398242624,23.4150551182036
22.48199,21.7495,20.28222,19.36259,18.77528,1.901028,183.603516521582,-1.78613873384685
24.40051,21.7077,20.96775,20.63967,20.55733,3.826884e-05,147.501937206645,31.9913210764274
21.35154,20.76848,20.68238,20.55251,20.22219,0.6795396,1.73515074256136,7.47620579281433
25.28334,21.13672,19.55,18.75488,18.29655,0.4684598,159.487364979935,14.5549703653095
22.11137,22.27548,20.75327,19.51125,19.10091,0.7016976,146.297301037809,35.3978718522432
18.94968,18.05597,17.74101,17.37437,17.26123,0.0768087,229.36495976294,8.46067812675497
26.05852,24.02301,22.18999,20.96448,19.93456,0.8289992,133.426372499183,36.7624041519768
17.90389,16.51754,15.95018,15.71311,15.59946,-0.0006054329,317.670604224838,10.8042897443668
25.3768,22.19202,20.29698,19.41615,18.98353,0.4527611,147.351301717736,1.01415771401969
20.62511,20.32236,20.10266,19.66529,19.52269,0.550229,178.0689406634,42.1085671322414
18.88631,17.7972,17.44326,17.17183,17.02081,0.06268914,214.8336930888,56.2206866422763
25.16429,21.78634,19.98995,19.08649,18.58212,0.4769161,163.220746664406,64.5643325967626
24.71194,21.09545,25.1213,18.59174,23.2414,-3.908913e-05,348.088725912056,19.117669605325
20.73737,20.61697,20.5282,20.51191,20.46757,0.8547045,196.646805852199,46.1735495937301
22.11909,21.17813,20.68902,20.58377,20.43581,0.0001409239,166.154471760725,49.6549986647456
20.70713,18.72607,17.70255,17.25187,16.9258,0.1209432,251.909789623964,22.673883675055
17.99421,16.18643,15.35341,14.95718,14.65864,0.03679436,204.924157988892,29.3879346046129
24.51719,23.89306,21.30139,19.83413,19.37002,0.6958426,245.724579115413,28.7563892712815
18.82323,17.90302,17.60769,17.48399,17.45467,-0.0005624006,327.666401907627,6.74497092807465
23.87201,22.0082,20.44263,19.43019,18.8958,0.5487668,132.152859566001,48.6839873766211
21.94588,21.0344,20.48222,20.14877,20.0591,2.675547,347.482468577578,0.667863004919377
26.59537,23.12313,21.53837,20.61477,19.94415,0.9646928,134.016010391613,30.9979073995154
24.27707,22.78142,22.03469,21.44589,20.47414,0.8990215,17.4122365545924,0.799555400932429
24.81932,22.21425,20.79156,20.17422,19.99739,0.3109644,134.67630896034,45.1936561923596
25.11965,22.25435,21.50922,21.25117,21.32453,0.9766676,169.784342285599,-2.15363425026561
25.30147,22.83201,21.34341,20.33762,19.58262,0.6507134,126.605599430078,31.0985986323751
20.12281,19.84922,19.66172,19.6766,19.55572,0.9296,349.510731544468,34.8214045166015
21.58182,21.18976,21.00769,20.46263,20.18795,0.5287384,172.524715444228,57.3776332784281
23.3043,20.32974,18.55048,17.91198,17.5185,0.3536453,245.736668600131,27.5713006893577
22.25052,19.91634,18.12454,17.51718,17.15869,0.3225276,196.980292845377,62.7552807284763
21.68002,20.72617,20.43698,20.21892,19.99422,0.0001026713,135.833012949476,2.00206779770405
22.20325,22.17131,20.89767,19.97294,19.36799,0.6345283,201.282430093689,2.31551639311937
19.85365,18.28565,17.61372,17.35351,17.17774,0.0001427874,152.437757629689,2.08097142185394
22.43193,19.85101,18.22745,17.64192,17.26955,0.2955852,252.920228333734,32.0263760594293
21.12543,19.12314,17.89757,17.29338,16.88669,0.1813651,249.605511863464,16.6497556609729
19.04295,17.81325,17.85254,17.91001,17.94257,0.0003779446,117.319113810125,16.6777474287096
20.11174,19.09613,18.61593,18.39963,18.25224,-0.0006661041,228.842787367776,-1.19383752249372
22.25703,21.49097,21.60128,21.2759,20.70797,2.26794,186.552459838,58.5148166886563
21.92848,22.02715,21.39741,21.35314,21.59446,1.275102,12.8712592562943,7.12733660373257
23.39267,21.8336,20.33353,19.54477,19.11079,0.4476207,214.299761776564,23.4436805677423
23.08688,20.93047,20.19033,19.96395,19.66475,-0.0002077329,12.8749686183417,17.9652521067316
23.03053,21.17429,19.35132,18.51209,18.02218,0.4565147,161.900577142451,22.9557625538062
21.65553,20.26284,20.19887,20.19844,20.20044,2.829282,224.46902170433,20.8797739434754
17.86558,16.47212,15.91509,15.69291,15.58509,-0.0001889822,223.875334489738,31.6702893812035
21.39246,20.68536,20.3907,20.42373,20.20384,-0.001107038,222.901582227849,31.0913529184827
24.93048,24.36545,23.31487,21.07677,19.43988,-2.863928e-05,181.655882407341,-1.72562621296452
23.24919,21.77252,19.91831,18.75898,18.29211,0.5818831,259.484204865294,26.9628658673137
22.71394,20.60774,18.82162,18.17231,17.77381,0.3479451,126.693652002897,19.8451967935519
24.05902,21.07598,20.41153,20.20178,19.92951,-0.0003544158,241.39305434842,10.9597479586943
17.21997,15.57774,15.10138,15.04394,15.07579,0.01723163,134.273876458799,51.8140814933298
18.95885,17.40458,16.61019,16.20828,15.90571,0.1305531,147.099905475358,47.1855020836861
23.29637,23.0376,21.34349,20.36038,19.86194,0.5672989,116.133009210593,17.2561548521763
21.48096,20.7228,20.62244,20.65545,20.47255,2.338928,216.707858478215,0.167721447467635
21.07133,19.96651,19.54584,18.89388,18.50095,0.2572226,162.911535253314,-1.58023720175395
22.75037,22.91341,21.61563,20.52862,19.87533,6.2652,199.11780285756,51.3853329071862
19.10163,17.72458,17.02946,16.64435,16.3666,0.09096745,178.710375554682,35.1881448296819
26.18505,21.68955,20.24278,19.37248,19.05701,0.4668477,152.913996380218,24.9440909377863
22.49637,22.23011,20.77885,19.83585,19.55893,0.6179445,215.070962899419,33.4921251321473
23.13555,20.3585,18.87601,19.53134,17.75394,-0.0001657466,11.9358351991103,11.9337463078454
23.90764,21.62246,20.85554,20.32181,19.76515,2.616269,136.484427089203,5.33842007336616
18.55355,17.04363,16.35989,16.20168,16.14457,-0.0001231557,151.66271462561,2.42685512533097
19.84027,18.42246,17.64579,17.23781,16.96517,0.04451048,170.678086676758,41.7320791363112
25.54795,23.09834,21.40174,20.83272,20.52081,0.4647309,236.533184326734,12.2758350207997
22.28733,21.30409,21.29622,21.19265,21.44743,2.496845,123.778944543218,36.0743063766401
22.1164,21.09698,20.36848,20.10605,19.57676,2.025173,152.749133018416,39.7804753044792
19.25273,17.96925,17.43933,17.11338,16.94995,0.08539531,156.261826060153,6.55934270221663
24.31781,24.12697,22.13702,20.66248,19.78853,0.724126,123.558393493521,26.2500718340861
24.97847,21.68348,21.11756,21.00891,20.84003,1.082816,131.676919706005,51.6398033918156
23.55545,25.1995,21.77253,20.73369,19.91274,0.7963774,175.830473674718,49.6347840962328
20.38407,19.74427,19.50283,19.14941,19.00541,1.834535,14.6256881001702,0.858340051543244
24.68937,23.63328,22.13937,20.78489,19.99608,0.7523436,181.378210484401,49.7418600433647
21.3762,19.81848,19.17907,18.92542,18.81764,9.668332e-05,272.324261989641,23.6470536572599
20.90296,19.16021,17.83824,17.32816,16.98898,0.2229812,165.245247496975,5.57764326650051
25.17922,22.01321,20.05261,19.16907,18.75134,0.5093896,127.212845690456,34.9413166718949
22.80937,21.33278,19.802,18.08578,17.15652,0.0001851573,48.8323923161058,0.722353575355842
21.64064,21.30715,21.21502,21.13639,21.31719,1.271105e-06,4.22796437506508,2.20897858636976
22.78366,20.78159,19.02605,18.33373,17.91888,0.3938307,176.995077644355,5.53447187468384
21.12965,20.89718,20.92767,20.53179,20.5614,1.822955,178.626141621771,49.8224134494332
16.66081,15.35509,14.63876,14.263,13.98435,0.02300071,151.508997637981,4.52212462972926
19.41105,19.2419,19.22024,19.03397,18.61394,0.4060992,7.06362305182796,20.2391375277254
21.35913,20.65144,20.35495,20.0827,19.74933,0.6846218,357.42199930194,21.4532557127623
25.23901,21.51457,20.13188,19.39405,18.97331,0.4737474,199.495337046311,37.4388219413994
19.13108,18.02837,17.71893,17.44419,17.2735,0.04640723,145.775509622337,2.26032165399347
22.09091,21.73795,20.25524,19.26357,18.79638,0.6292171,129.846781635139,53.2370229287145
25.14973,20.75565,18.99384,18.43215,18.11121,0.3936553,247.335075183043,37.9196408329887
22.49145,21.39435,20.01717,19.26809,18.92791,0.434498,213.030344089324,51.9617656243189
26.07006,21.92853,20.38672,19.15446,18.58558,0.634254,136.166170502005,13.2173097708356
17.77746,16.0782,15.45936,15.26259,15.19506,-2.228462e-05,19.5133456763414,-9.79745276515976
20.83646,18.64472,17.31874,16.82575,16.46769,0.1968128,162.48291668126,34.4349849417529
25.01822,22.16477,20.52473,19.49632,19.06948,0.5275512,204.080908884125,28.2929801687334
23.96798,21.78052,20.49273,19.52033,19.25517,0.5289062,128.621828466336,29.8366433870146
23.51815,23.43142,22.12808,20.85807,19.40236,0.6799997,129.254133277436,54.2985914327539
23.20654,21.47126,21.3113,20.98878,20.54045,0.0001388279,344.642967281795,-1.27645737129243
17.63191,16.97161,17.26605,17.47807,17.62,-0.0006519359,261.433672876491,27.4125614295208
27.02722,21.86257,20.47339,19.41522,18.7984,0.579861,215.233435264825,14.6042432488092
20.56405,19.38378,19.20028,19.14451,19.0887,2.847806,116.334210388763,41.9570648811243
17.64446,16.77458,16.526,16.43462,16.43077,0.0005907431,162.69390548223,26.9766118497996
22.20028,21.46534,19.60576,18.82442,18.38114,0.4607816,156.856988524707,21.9983505614462
23.15123,22.39824,21.06105,19.91726,19.64581,0.5562392,213.510914326335,2.47381306448294
23.17769,21.90859,24.23627,22.31942,22.89173,0.02554179,135.575490367049,25.5646572214806
20.88475,18.76446,17.72854,17.29164,16.90763,0.1027996,250.487087929682,27.3279795429912
24.51802,21.412,21.04926,20.9865,20.58343,-0.0006643759,225.122248779596,40.0674033656733
23.20075,22.28407,21.00607,19.92888,19.50879,0.5646901,182.362791257341,21.2541405265506
17.9807,16.79748,16.33206,16.12129,16.02451,-0.0001717259,346.936428124273,22.3869381685464
20.99578,20.81054,20.62602,20.72804,20.6342,1.960908,7.03400274643576,7.07419100321842
24.08772,21.09715,20.63024,20.60396,20.68542,0.6453476,118.91469604094,32.6507527620761
22.42596,21.8393,22.07559,21.94683,21.99008,1.319793,180.130265377298,58.8897253378616
18.32264,16.89944,16.18444,15.74159,15.45238,0.08257183,139.125381246196,21.9251408292481
21.23488,20.71255,20.65293,20.46979,20.43854,1.585458,125.403119325474,43.5319386121735
18.92746,17.1862,16.51316,16.28861,16.1789,-0.0001186589,223.118290463114,39.7223922765797
18.73414,16.90474,16.07117,15.67008,15.35196,0.04546872,153.939483387252,0.276339133770211
22.66157,21.15535,19.90612,19.02019,18.4301,3.698463e-05,334.084743371805,-1.71700740242697
21.67176,21.16236,20.35156,19.5997,19.18982,0.6843311,180.908069812651,54.7536048328908
25.28607,21.74604,19.72842,18.87728,18.39499,0.4416399,201.708301812316,3.11857383842017
22.78535,22.19921,21.96881,22.05514,22.51205,0.5198753,118.553333339199,22.1056078770096
18.98627,17.73463,17.21714,16.93013,16.7849,0.0676489,185.024044160824,22.4144486183101
19.63473,18.62527,18.24656,18.09845,18.05465,-0.0002727996,197.029751600123,50.5320189746108
22.31663,21.60361,21.36142,21.36146,21.06331,0.002424761,248.320229622932,26.7463920929781
17.89827,16.83978,16.64098,16.57307,16.58174,-3.506727e-05,173.424178502029,63.7915446725853
24.28587,24.82869,21.63054,20.17607,19.4845,0.798848,145.615476988825,38.6246954075176
20.2598,19.08001,18.52787,18.34996,18.24159,-2.294674e-05,194.261527885425,49.5246513798631
21.20339,21.37834,21.32728,20.8133,20.79091,1.860666,20.937671961623,13.0576687542118
26.62495,23.12864,20.90125,19.81844,19.29987,0.5254954,111.405956292901,40.8791470822488
20.67541,20.46715,20.27621,19.99781,19.80905,1.943811,155.977539921966,65.9835044208504
20.20187,18.45049,17.46604,17.02083,16.68185,0.09908511,214.026199103213,-2.84602329165731
18.91689,18.8966,18.53975,18.48363,18.59671,1.185989,250.765003015916,24.8719588676124
22.03191,21.77087,21.48515,20.94139,21.47655,1.529123,333.693555423855,18.1007477393587
22.3738,22.7014,21.58873,21.75936,20.88504,1.142,160.654072765487,27.8757841740146
21.38639,21.40822,21.16821,20.7967,20.5839,1.003414,147.35999058637,53.4229236677971
21.48554,19.23722,17.80369,17.2119,16.82152,0.2167493,243.424545622158,29.4464281085622
22.0454,19.53008,18.08281,16.99886,16.40438,-0.0001597652,242.942472386094,16.9419706876745
19.64158,18.3613,17.43827,16.99969,16.68373,0.1616475,208.439068557228,5.19428513438789
20.71998,18.71788,17.59297,17.11415,16.76592,0.1559152,132.606831321711,3.99466660943699
22.47303,21.94789,21.92826,21.88909,22.35647,0.0001272132,113.517618842812,33.8133695007461
19.9074,18.5074,17.57791,17.11459,16.84847,0.1725191,191.445799671755,23.0030389787739
21.70363,21.47808,20.22928,19.47596,19.22518,0.5469269,155.246585424149,36.609810077016
20.11894,19.86614,19.78586,19.82311,19.55762,0.8681549,143.836156369981,30.5791815543883
24.63465,22.5001,21.01995,20.67531,22.23625,-0.0001138125,352.075997309244,23.9655536874345
21.9542,21.32208,21.31974,21.25102,20.90254,2.107451,192.878930114325,46.3995271425122
20.60119,19.47967,19.44216,19.48096,19.54397,-0.0002113731,255.761112800615,21.1912423733475
21.92247,20.39462,20.16442,20.04858,20.04617,-0.0001890758,126.502995990356,43.6476838685598
20.70166,18.89102,17.79954,17.34718,16.90109,0.1333551,243.255464625668,11.6332412130074
20.81193,20.30706,20.12397,20.01177,19.6509,2.244339,260.423748880616,36.5971696172837
25.90751,22.45354,20.99791,20.39922,20.00404,0.4216569,221.898470106994,56.2144710540263
25.4631,21.6913,20.09295,19.21041,18.64166,0.4822319,139.564257773065,32.6180818219333
21.04596,19.7974,19.37973,19.19766,19.04566,-0.0003342007,355.115865230985,21.223856183064
23.37112,21.69995,20.59706,19.58746,19.19119,0.6962907,222.704247493156,15.8232551462993
26.39053,21.11339,19.70143,18.93754,18.42735,0.3183419,230.106867160183,49.9525407171488
22.10717,21.30493,21.19555,21.04259,21.07485,0.02354229,196.368870309829,33.8530925877553
24.04485,21.5971,20.50533,19.36943,19.05044,0.6863486,247.776157054724,15.027291909343
21.95698,21.3242,20.85931,20.78092,20.32046,-0.0008431018,237.748721023618,55.4121372003239
17.421,15.86157,15.66683,15.62482,15.59905,2.94344e-05,65.4503389555482,33.8260042596013
21.81342,22.24372,21.56523,21.30203,21.63184,1.187961,345.746254965685,18.6570309584635
20.16296,19.27967,18.9306,18.81694,18.76351,0.0007867772,152.650631426787,22.7049350863862
20.086,18.59244,17.94332,17.69016,17.56033,-0.000483538,44.4820392566541,37.0942197933741
17.8339,16.27255,15.67932,15.45694,15.3442,-8.074069e-05,1.87747474158834,-4.54338508044252
25.24294,25.30812,21.20264,20.08482,19.41376,0.7086609,238.482326830123,42.7971809778255
25.03873,25.11587,23.89956,22.26437,21.81069,1.696212,343.397613535116,0.190195944855164
24.3844,20.56776,19.13173,18.44623,18.06967,2.093801e-05,137.943993261038,55.7457633225497
18.50361,17.21524,16.65752,16.28747,16.05815,0.07558829,190.009691851829,66.0778489197586
24.8562,22.2586,21.05455,20.00572,19.51302,0.6068767,219.79670454025,56.1469306008657
19.33233,18.0453,17.54986,17.41616,17.32345,7.216583e-06,116.725766889917,27.4749357007084
20.86168,18.47311,17.01536,15.98785,15.41521,-4.195264e-07,150.92536788994,17.3943756033196
